title,first_tone_annotation,first_framing_annotation
"Immigrants Fear Deportation After Registration; Number of Mideast, Muslim Men Expelled Rises Sharply",17.35,7.2
"Talking Past the Torture; At Falls Church Clinic, Immigrants From All Over Bear Marks of Cruelty and Confront the Damage",,
"NEW OPENING TO CUBA, NOT OPEN DOOR TO U.S.",18.3,14.2
A NATION CHALLENGED: NATIONAL MEASURES; Entire Nation On High Alert As Security Is Stepped Up,19.35,8.2
Migrant workers sue citrus company for wages,,1.2
"RADIO REV, PAL CHARGED IN IMMIGRANT SCHEME",17.35,7.2
A MEDICAL PREDICAMENT,,1.2
"In Europe, a Radical as Elusive as Smoke; 'Mohamed the Egyptian,' Implicated in Madrid Attacks, Used Border Weaknesses to Escape Discovery",,
GROUP'S PROJECT IS DEMOCRACY IN ACTION IDEA TO CHANGE THE U.S. CITIZENSHIP TEST WAS GRASSROOTS EFFORT,,6.2
NEW ASYLUM GUIDELINES RECOGNIZE GRAVITY OF SEXUAL VIOLENCE CLAIMS,17.35,4.2
TARGET CUNY ILLEGALS,19.35,13.2
Hispanic Leader Indicted in Las Vegas; Abuse of Amnesty Program Is Alleged,19.35,5.2
Probert challenge avoids jail,17.35,5.2
Tim Brooks Age: 33 Residence ...,19.35,13.2
FLORIDA TO SUE U.S. IN REFUGEE DISPUTE,19.35,5.2
CROAT ACCUSED OF WAR CRIMES IS ORDERED DEPORTED,19.35,7.2
Immigration's One-Man Bandwagon; Washington Hears a Dogged but Lone Voice for Caribbeans,17.35,13.2
Two Saudis to face judge today,18.3,5.2
Immigrants may get new chance at legal status; President Bush asks Congress to extend a process that expired at midnight Monday.,17.35,5.2
"In Georgia, a Barrier to Voting",,
Marchers Protest Border Patrol Group,17.4,12.2
Judge throws out deportation case against 4 students,,5.2
'Green cards' stalled for foreign workers; U.S. TRYING TO SPEED UP PROCESS,17.35,2.2
INS TO RUN BACKGROUND CHECKS ON ALL APPLICANTS,19.35,8.2
Metro Briefing New Jersey: Trenton: 2 Indicted In Immigrant Smuggling,,
Support grows to help East Bay immigrant get kidney transplant,17.35,9.2
REFUGEES FROM CENTRAL AMERICA OVERWHELMING SOUTHERN FLORIDA,17.35,2.2
"Border Security, Job Market Leave Farms Short of Workers; Growers Frustrated by Delay in Agriculture Legislation",,2.2
"Justices open term, hear case about drugs, deportation",19.35,5.2
Clinton Bars Amnesty For Latin Immigrants; President Rebuffs Central American Leaders,18.3,5.2
Florida's deportation law merits study by Georgia,19.4,7.2
"For the Record; Here's how some major bills fared recently in Congress and how local congressional members voted, as provided by Thomas's Roll Call Report Syndicate. NV means Not Voting.",18.3,13.2
INS CHIEF ZIGLAR CAUGHT IN PINCH,19.35,8.2
"OFFICER ENJOYS THE TASK OF SERVING AS A LIAISON TO IMMIGRANTS; ""BOSNIAN BARRY"" BREAKS DOWN BARRIERS, BUILDS TRUST",17.35,10.2
AROUND THE NATION; Bogus Contest Lures 55 Aliens Into Custody,19.35,7.2
Law would limit residents in a house; Opponents say the ordinance unfairly targets Latinos,19.35,6.2
"Smuggling, Via Portable Toilet",19.35,8.2
Ritter wants immigration enforcement,19.35,13.2
LOCAL,,
,,
REACTION TO E-MAIL BRINGS CHANGE OF HEART,18.3,13.2
Romney foolish to ignore Latino vote,17.4,13.2
"That Fence Keeps Them Out, But Also Keeps Us In",,
"Citizenship For 6,000 In Ceremony In Queens",17.35,5.2
CANADIAN FLAG HAD VETERAN SEEING ONLY RED,,
Illegal immigrant's involvement in nun's death sparks anger in Virginia,19.35,6.2
"Union, Expos dispute visa use",,
Latest Tool Of Shoplifters: Metal in Bags,19.35,7.2
"Wed in 1993, but Still in Immigration Limbo",,10.2
Faster Background Checks Are Pledged,,
Medicaid form change causes brief stir,17.35,9.2
DAD MAY LOSE ADOPTED CHILD TO ABSURD LAW,17.4,5.2
UNDER THE SAME MOON,,
WHY IS A PERSON WHO WORKED AGAINST MULLAHS' REGIME LABELED A TERRORIST?,,
NATION IN BRIEF,19.35,7.2
ObituariesCounty by county Expanded news coverage from your community. B4-5; In Brief,17.35,2.2
Deutch urges probe of guest worker program ; The lawmaker says it favors foreign workers over locals.,19.35,6.2
Once-moderate Perry now inflames Latinos,19.35,13.2
,19.35,8.2
,19.35,5.2
How the GOP Lost Its Way,18.3,13.2
CULT AFFIDAVITS SHOW AGENCIES DIDN'T COOPERATE; INS MISSED 50 ALIENS' EXPIRED VISAS,,
ILLEGAL IMMIGRANTS' NONCHALANCE IS AMAZING,19.4,2.2
U.S. ANNOUNCES NEW POLICY FOR PAROLE OF SOME HAITIANS,17.35,5.2
Variety of measures can cut illegal immigration,19.35,7.2
"11.2 MILLION ILLEGAL IMMIGRANTS IN U.S. LAST YEAR, REPORT SAYS",19.35,11.2
Inside The Times,,
HAITIANS FLEEING OUTNUMBER RETURNEES,17.35,2.2
GEORGIA HARVESTER IS FINED $1 MILLION IN ALIEN SMUGGLING,,7.2
Citizenship exemption can be abused,,6.2
"Conviction in kidnap of debtor; An A.C. man accused of loan-sharking abducted a gambler who didn't pay up, a federal jury decided.",19.35,7.2
Groups protest illegal immigration They claim a city order is a ``treatise on sanctuary.'' Officials say it focuses solely on legal immigration.,,12.2
Trial Starts With Details of Immigrant Smuggling,19.35,7.2
Latinos: Can you hear us now?,17.4,12.2
Court: Deportation hearings can be closed; Foiling terrorists was cited as a reason. The issue could be headed for the U.S. Supreme Court.,19.35,5.2
"Immigrants, Citizens And Security",19.35,11.2
Interactive map: Young illegal immigrants in U.S. who could benefit from new Obama immigration policy,17.35,10.2
U.S. Asks Mexico to Accept 659 Chinese Detained at Sea,19.35,14.2
"Immigration: Build bridges, not walls",,
10 men indicted in New York bomb plot,,
U.S. SCHOOLS FACE RECORD ENROLLMENT IN THE FALL,18.3,2.2
"Young immigrants raise voices, and hopes",17.35,12.2
ILLEGAL IMMIGRATION DEBATE; Postage glitch thwarts effort to ship bricks; Pro-wall message too heavy?,19.35,13.2
G.I.'S NEWEST BATTLE. ARMY VET & KIDS FACE DEPORT FOR GREEN CARD GOOF,17.35,5.2
"9,200 MORE LEGAL IMMIGRANTS IN AREA MAY GET FOOD STAMPS",,5.2
NEWCOMERS FLOCK TO QUEENS INFLUX LEADS THE CITY,17.35,11.2
TEEN APPEARS TO QUALIFY UNDER CITIZENSHIP ACT,17.35,5.2
Prosecution in Darkness,17.35,5.2
Letters: Government shouldn't protect illegal immigrants on the job,19.4,4.2
,,
The Great Senate Immigr'A'tion Debate,19.4,5.2
Aftershocks Follow Immigration Raid; More Scrutiny for Slaughterhouse,19.35,7.2
Gwinnett Opinions: READERS RESPOND,19.4,4.2
U.S. Takes Steps to Tighten Mexican Border,,8.2
"IMMIGRANTS RACE TO APPLY FOR LEGAL RESIDENCY; INTEREST IS 'PHENOMENAL,' LAWYERS SAY",17.35,5.2
Trapped; Americans (a)Love (b)Hate Immigrants,,13.2
High Court to Hear Cases on Deportation Appeals,18.3,5.2
Bilingual Education's Pioneer State,17.4,6.2
The Editorial Notebook; It's Not Tia-Wanna Anymore,19.35,11.2
IMMIGRANTS TELL OF FRUSTRATIONS IN CITY OF CAMDEN STATE OFFICIALS ASKED ABOUT THE HEALTH CONCERNS OF HAITIANS AND VIETNAMESE. THEY GOT AN EARFUL.,17.35,10.2
"White House Lambastes Congress; Conservatives Block U.N. Arrears Payment, Increase in IMF Credit Line",,
What Do Immigrants Deserve? A Warm Welcome and the Usual Benefits -- but Not Affirmative Action,17.35,4.2
Additional `Letters to the Editor',17.4,4.2
BEST TEXT EVER Immigs await ping making them legal,17.35,10.2
"Community will keep up campaign against illegals VETO OVERRIDE FAILS Two aldermen change votes, dooming effort to save less strict ordinance.",19.35,6.2
"Bush signs bill to build 700-mile border fence; MEXICO, OTHER ALLIES PUSHED FOR VETO OF PLAN",19.35,13.2
READERS WRITE,17.4,6.2
"Bush, Signing Bill for Border Fence, Urges Wider Overhaul",19.35,8.2
TEST SUCCESS? OF COURSE ! Classes help immigrants pass naturalization exam,17.35,10.2
What do you think of the president's immigration plan?,,
New plea helps man avoid deportation,17.35,7.2
JUST IN TIME TO DIE,17.35,9.2
PARK ALONG INTRACOASTAL SET TO OPEN THURSDAY,,
"Immigration, Outsourced",17.35,6.2
"Citing Agency Officials' Actions After Party, Panel Asks for Probes",,
Lucky Visas . . .,17.35,5.2
"POLICE CHIEF, D.A. HIT PROP. 187 WRONG APPROACH TO ILLEGALS, THEY SAY.",,5.2
THE IMMIGRATION DEBATE Immigration amnesty backfired,19.4,6.2
ANSWERNET,18.3,2.2
Videos spark terror fears; Suspect held after taping Sun Belt sites,,7.2
WORLD,,
Federal Database Was Entered Illegally,18.3,7.2
Immigrant's Death in Detention Prompts New Criticism,17.35,9.2
Books: Illegal Aliens,18.3,11.2
"Election 2007 Greeley's mayoral race over at start Fears over crime, gangs and a perceived weak approach to illegal immigration doomed the incumbent's return bid.",19.35,13.2
,,
IMMIGRATION PANEL TO MEET IN PRIVATE,18.3,13.2
150 NEW CITIZENS TO TAKE OATH JULY 3,17.35,5.2
"Immigrant Bills Could Fuel Intolerance, Opponents Say",17.35,4.2
Immigrant women find shelter from spousal rage,17.35,10.2
Challenge in Connecticut Over Immigrants' Arrest,17.35,5.2
"9 arrested in raids targeting ecstasy, pot",18.3,7.2
Va. Considers Detention Center for Immigrants; Crime Suspects Would Be Held,,2.2
"House: No licenses for immigrants; Georgia representatives vote to keep hunting, fishing permits out of hands of noncitizens.; 2001 GEORGIA LEGISLATURE",18.3,5.2
HUNDREDS FIND IMMIGRATION HELP A CALL AWAY,,2.2
Northside Opinions: KATRINA: THE AFTERMATH: NORTHSIDE READERS RESPOND,19.4,2.2
Airport tries to cut waits; Moving international passengers: Complaints about time spent clearing immigration and customs brings changes at newest terminal.,,
"THE BUDGET DEAL: IMMIGRATION; Agency Gains in Deal; Haitians Do So, Too",17.35,13.2
A Jamaican Way Station in the Bronx; Community of Striving Immigrants Fosters Middle-Class Values,17.35,11.2
U.S. Cites Rise in Violence Along Border With Mexico,19.35,9.2
Don't Surrender to Lower Housing Standard,19.4,10.2
POLITICS: THE VOTERS; Influx of Immigrants Is Changing Electorate,,13.2
INS CHIEF DISPUTES REPORTS OF IMPROPER NATURALIZATIONS,19.35,13.2
Immigration Policy Dispute Rocks Sierra Club,18.3,13.2
Get Real on Illegal Immigration,19.4,5.2
ACCIDENT SENDS ILLEGALS FLEEING,,
Migrants a key issue for election Gubernatorial sparring heats up The four other likely candidates for governor say Bob Beauprez stumbled on the issue.,18.3,13.2
Deportation call sparks debate Tancredo seeks Mexican student's ouster,18.3,7.2
Immigrants' English,17.35,11.2
City welcomes immigrants Mayor backs $ 1 million plan to provide extended services,17.35,6.2
N.J. bill on in-state tuition for illegal immigrants advances,17.35,4.2
Navarrette: It's wrong to enable border crossers,19.4,8.2
PLAN TO LET SKILLED WORKERS ENTER / CONGRESS IS STUDYING A COMPROMISE. IT WOULD LET MORE FOREIGN WORKERS WITH COMPUTER SKILLS INTO THE COUNTRY.,17.35,6.2
CABBIE SAYS COURT CASE IS LIFE OR DEATH JUDGE MAY ORDER HIM BACK TO AFGHANISTAN,17.35,5.2
"New York Officials Reassure IOC; Bid Leaders Allay Concerns Over Immigration Policy, Financing and Venues",,
"Immigration a wedge between Obama, Romney",17.35,5.2
Immigration lottery winners getting good news,17.35,2.2
"God and immigration reform; People of faith should unite to support a fair and compassionate piece of legislation that solves this crisis, once and for all.",17.4,3.2
Bilingual Lies,17.4,13.2
Falling behind on training workers,,1.2
Charges Against Immigrants Sent Home,,7.2
Gates Faults U.S. on Data Privacy and Immigration,,
Reagan Signs Measure Easing Entry to U.S.,17.35,6.2
ICE official denies agent got his OK,19.35,7.2
Ship File Proves Legal Status Of a 1912 Immigrant to U.S.,17.35,5.2
"Census: Cupertino, Sunnyvale see increases in foreign-born population",18.3,11.2
"Protesters demand action on immigration reform; D.C. police divert traffic, make no arrests after activists block streets",17.4,12.2
Minnesota arrests are part of national drive targeting gangs,19.35,7.2
Law on Aliens Fails to Halt Salvadorans,19.35,6.2
"ARAB POPULATION IN U.S. ALMOST DOUBLES, CENSUS SHOWS/ LIBERALIZED IMMIGRATION, MIDDLE EAST UNREST ARE CITED AS FACTORS",17.35,11.2
California: Los Angeles Approves a Boycott of Arizona,,
LABOR CONTRACTORS CONTROL MIGRANTS' LIVES AND SOMETIMES COMMIT CRIMES AGAINST THEM,17.35,7.2
U.S. OBLIGINGLY PROVIDES FAKE I.D.,19.35,7.2
Cuban Police Try to Dissuade Rafters; Crowds Desert Beaches as Deadline and Rough Weather Approach,,
"Big Money, Cheap Labor",19.4,1.2
"Overcoming Obstacles, 4 Determined Students Earn Degrees -- An Immigrant; Citadel Cadet Came to the U.S. at 14",17.35,10.2
Making It,18.3,11.2
Bipartisan Senate plan for illegals nears vote; McCain: 'We're down the homestretch',18.3,13.2
NATION IN BRIEF,17.35,7.2
A NATION CHALLENGED: THE IMMIGRANTS; Testing The System Of Relief,17.35,10.2
Immigrants important for filling jobs in Atlanta,17.35,1.2
MY COUNTRY 'TIS OF THEE,17.4,6.2
RE-ENACTMENT GIVES KIDS LESSON IN IMMIGRATION,17.35,10.2
Bush to Push for Temporary Worker Program,17.35,13.2
Man Convicted for Providing Fake ID's and Driver Licenses,19.35,7.2
EXPOSING GREEN CARD CON JOBS,17.35,6.2
"Immigration status not local matter; Police, others resist U.S. legislation to have them enforce law",19.35,5.2
METRO DIGEST,19.35,7.2
In the Nation,17.35,5.2
Immigrants' Cash Floods Homelands; Study Finds Totals Much Higher Than Expected,17.35,1.2
Metro; In Brief,17.35,6.2
Illegal Immigrants Die in Field Fire,17.35,9.2
Al-Arian's bid to leave jail faces new hurdle,17.35,5.2
two lines two lines,,6.2
WILSON TALKS TOUGH ON IMMIGRATION,18.3,13.2
PANDERING FOR VOTES ON IMMIGRATION,17.4,13.2
"DEPORTATION OVERTURNED FOR MODERN-DAY JEAN VALJEAN NATIVE OF MEXICO HAS LIVED IN U.S. 25 YEARS, OWNS BUSINESS",17.35,5.2
AIDING KIN IN ASIA; HELP HMONG LEARN TO WORK THE SYSTEM,17.35,11.2
Fairness for Refugees,17.35,4.2
Local clothier stitches its way through time; A Russian immigrant started sewing vests in 1885. Now H. Freeman & Son brings in $20 million.,17.35,1.2
13 Refugees Returned as Policy Shifts; Cuban Americans Protest in Florida,19.35,14.2
MORE EUROPEANS GET U.S. VISAS UNDER HOUSE IMMIGRATION PLAN,17.35,2.2
"Advocates Say Illegal Workers Suffer After 9/11 Cleanup; But a Recent N.Y. Program Offers Help to Many With Lung, Other Diseases",17.35,9.2
IMMIGRATION REFORM COMES UP SHORT,18.3,8.2
A Citizenship Incubator for Immigrant Latinos,18.3,11.2
Immigrant Experience: Undocumented history may affect entry to college,17.35,5.2
LETTERS TO THE EDITOR,19.4,7.2
The Mexican Evolution,19.35,11.2
Officials Say 25 Kosovars Arrived Under False Names,19.35,7.2
Obstruction Is Charged in Sex Slavery Case,17.35,7.2
"MEX. FENCE GOOD IDEA, BUSH SAYS MAKES SWITCH ON BARRIER ISSUE",19.35,13.2
Lawyer Is Convicted of Murder in Rampage,17.35,7.2
AROUND THE NATION; Wife of U.S. Citizen Deported to Philippines,19.35,7.2
AROUND THE NATION; Comment on Aliens Angers Ethnic Leaders,,12.2
Immigrant Experience: File visa petition in U.S. to get the ball rolling,17.35,5.2
AN INS FINGERPRINT RULE CAN NO LONGER RULE OUT CITIZENSHIP / SOME PEOPLE HAVE FINGERPRINTS TOO FINE TO BE READ. THAT HAS CAUSED PLENTY OF TROUBLE WITH THE INS.,18.3,6.2
ACT OF DESPERATION; CHUE TOU VANG'S SONS SAY THE THREATENED CUTOFF OF THEIR FATHER'S FEDERAL AID LEFT HIM IN DESPAIR SO DEEP THAT THE ELDERLY LAOTIAN IMMIGRANT KILLED HIMSELF.,17.35,10.2
Tancredo launches bid for third term,19.35,13.2
IMMIGRANTS GET HELP IN QUEST FOR CITIZENSHIP,17.35,5.2
Letters To the Editor,,6.2
Wanted: July 13-19,,
NEARLY 30 CUBANS HELD AFTER 1-MILE BOAT CHASE,19.35,8.2
THEY'RE NOW ON THE PATH TO PROSPERITY,17.35,10.2
"ILLEGAL IMMIGRANTS; Georgia 6th in nation, feds say",19.35,11.2
Illegal Immigrants Number 11.5. Million,,
FINANCIER OFFERS $50 MILLION TO AID IMMIGRANTS,17.35,10.2
Immigration issues touch denominations; More people in the pews are jumping into the debate and looking for a balance between justice and compassion,19.35,3.2
TV SOAP HAS A LOCAL SCENT IMMIGRANT SHOW SET FOR DEBUT,17.35,11.2
"IMMIGRATION Strategy could cost GOP votes Initiative to end state services for illegal residents seen as risk Republicans are riding an anti-immigration wave nationally, but Colorado is a heavily Latino state.",17.35,13.2
Immigration Math: It's a Long Story,17.35,1.2
Free legal help for Mexicans expands,17.35,10.2
"U.S. Releases Cuban Bombing Suspect, Angering Havana",,7.2
INS PROBED IN SALE OF IDS TO ILLEGAL ALIENS,19.35,7.2
LEGISLATURE BRIEFS: Immigration status bill approved,17.35,6.2
DEPORTING NEW YORK JOBS,17.35,1.2
"Countdown 2008: ROAD TO THE WHITE HOUSE; Immigration issue fades, but it may return",18.3,13.2
Skilled-Worker Visa Demand Expected To Far Exceed Supply,17.35,2.2
TB cases not about illegals ; Disease still noteradicated in this country.,17.35,9.2
WESTERN EMPIRE,19.35,2.2
WESTERN EMPIRE,19.35,7.2
"HIGH-TECH CHECK VERIFYING IMMIGRANTS' WORK STATUS CAN BE QUICK, EASY",18.3,5.2
IMMIGRATION CALLED GLOBAL THREAT,,
Immigrants say bias is 'swift kick' to citizenship,17.35,11.2
Some freedoms can get caught up in red tape,17.35,2.2
The jobs of the future are at stake,17.4,1.2
U.S. Arrests Cuban Exile Accused In Deadly '76 Airline Bombing,19.35,8.2
Lincoln County awaits new federal inmates No decision from Marshals Service after escape spurred upgrades.,,7.2
266 REJOICE AT TAKING OATH OF CITIZENSHIP,17.35,10.2
Dashing the Dream Act,19.4,1.2
Looking for an Attorney General: The Dispute; THE WHITE HOUSE AND JUDGE'S ALLIES CLASH OVER HIRING,19.35,13.2
200 Chinese Deportees Caught at U.S. Border,19.35,8.2
Looking for an Attorney General: The Reaction; Women Are Frustrated By Failed Nominations,,11.2
State-run English classes swamped with students Influx of immigrants increases demand,17.35,2.2
"State Department Is Slow to Hire Americans in Embassies Abroad; Pay Scales Take Time, Agency Says; Critics See Foot-Dragging",19.35,2.2
Foreign people to wave the flag Immigrants toast Fourth with honor,17.35,11.2
Our Haiti Policy Doesn't Help Anyone,17.4,6.2
"LABOR SECRETARY BRINGS ISSUES AND ANSWERS TO SAN JOSE CHAO PROMOTES BUSH'S NEW BUDGET, ALSO WANTS REVIEW OF HOW H-1BS ARE ISSUED",19.35,2.2
Refining The Tests That Confer Citizenship,18.3,6.2
'SHAM' AT BX. MARKET: SUIT,19.35,5.2
Editorial: Immigration reform on hold. So is sanity on drug war,19.35,13.2
"U.S. Policy Appears to Deter Haitian Refugees; State Department Asks OAS to Consider Sending Mission to Help Restore Democracy, Order",19.35,6.2
LET IMMIGRANTS SEEK A LIVING IN THEIR OWN NATIONS,19.4,1.2
U.S. PAYS DEARLY IF FOREIGN-WORKER CUTBACKS SUCCEED,17.4,6.2
POLL: AMERICANS BACK IMMIGRATION LIMITS,19.4,12.2
Immigrants flood clinics for legal aid,17.35,5.2
"College an elusive goal for illegal immigrants; Policies limit access - and rightly so, critics say. . . . is often out of their reach Illegal immigrants find the college dream . . .",17.35,10.2
Not Mincing Words Over Asylum,17.35,5.2
"GOP Forces Controversial Issues; Panel Sidestepped on Marriage, Immigration Proposals",19.35,13.2
